company,industry_code,country,region,industry
Coca-Cola European Partners Plc,1,United Kingdom,Europe,Consumer Non-Durables
Pharmos Corp,10,United States,North America,Healthcare
Ethigen Inc,10,United States,North America,Healthcare
SunOpta Inc,1,Canada,North America,Consumer Non-Durables
BHA Group Holdings Inc,3,United States,North America,Manufacturing
Irwin Magnetic Systems Inc,6,United States,North America,Business Equipment & Software
JAM Inc,6,United States,North America,Business Equipment & Software
Pilgrim's Pride Corp,1,United States,North America,Consumer Non-Durables
Harman International Industries Inc.,2,United States,North America,Consumer Durables
LoJack Corp,6,United States,North America,Business Equipment & Software
Mosler Inc.,6,United States,North America,Business Equipment & Software
Broadcast International Inc,7,United States,North America,Telecommunication
CoreLogic Inc,6,United States,North America,Business Equipment & Software
Gigamon Inc,6,United States,North America,Business Equipment & Software
Versar Inc.,12,United States,North America,Other
Intellicard International Inc,2,United States,North America,Consumer Durables
Rentrak Corp,6,United States,North America,Business Equipment & Software
IsoRay Inc,10,United States,North America,Healthcare
LML Payment Systems Inc,11,Canada,North America,Finance
J & J Snack Foods Corp,1,United States,North America,Consumer Non-Durables
Nutrition 21 Inc,10,United States,North America,Healthcare
Checkrobot Inc,6,United States,North America,Business Equipment & Software
Advance Display Technologies Inc,2,United States,North America,Consumer Durables
Biosonics Inc,10,United States,North America,Healthcare
Contracap Inc,10,United States,North America,Healthcare
Allwaste Inc,12,United States,North America,Other
Cerner Corp,6,United States,North America,Business Equipment & Software
Quiksilver Inc.,1,United States,North America,Consumer Non-Durables
icad Inc,10,United States,North America,Healthcare
SPECTRASCIENCE Inc,10,United States,North America,Healthcare
Rapitech Systems Inc,6,United States,North America,Business Equipment & Software
Comverse Technology Inc,6,United States,North America,Business Equipment & Software
Twenty-First Century Fox Inc,7,United States,North America,Telecommunication
Axiall Corp,5,United States,North America,Chemicals
International Texas Industries Inc,10,United States,North America,Healthcare
Boston Acoustics Inc,2,United States,North America,Consumer Durables
Markel Corp,11,United States,North America,Finance
OraSure Technologies Inc,10,United States,North America,Healthcare
Profit Technology Inc,6,United States,North America,Business Equipment & Software
RegeneRx Biopharmaceuticals Inc,10,United States,North America,Healthcare
CPC Rexcel Inc,3,United States,North America,Manufacturing
Lowrance Electronics Inc,6,United States,North America,Business Equipment & Software
Plexus Corp,6,United States,North America,Business Equipment & Software
Lectec Corp -Old,10,United States,North America,Healthcare
Airgas Inc.,9,United States,North America,Wholesale & Retail
Cadiz Inc,8,United States,North America,Utilities
Xpresspa Group Inc,12,United States,North America,Other
Baldwin Technology Co Inc,3,United States,North America,Manufacturing
Joy Global Inc,3,United States,North America,Manufacturing
Nycor Inc,3,United States,North America,Manufacturing
Network Equipment Technologies Inc.,6,United States,North America,Business Equipment & Software
Synovis Life Technologies Inc,10,United States,North America,Healthcare
Neolens Inc,10,United States,North America,Healthcare
Advo Inc.,12,United States,North America,Other
Premark International Inc,3,United States,North America,Manufacturing
Cash America International Inc.,9,United States,North America,Wholesale & Retail
Navtech Inc.,6,Canada,North America,Business Equipment & Software
Delta Woodside Industries Inc.,1,United States,North America,Consumer Non-Durables
Votrax Inc,6,United States,North America,Business Equipment & Software
Pentech International Inc,1,United States,North America,Consumer Non-Durables
RadNet Inc,10,United States,North America,Healthcare
Adtec Inc,3,United States,North America,Manufacturing
Nichols Research Corporation,12,United States,North America,Other
BeautiControl Cosmetics Inc,5,United States,North America,Chemicals
Wellcome PLC,10,United Kingdom,Europe,Healthcare
York International Corp,3,United States,North America,Manufacturing
International Consolidated Airlines Group SA,12,Spain,Europe,Other
Oncor Inc,10,United States,North America,Healthcare
Zetek Inc,10,United States,North America,Healthcare
Equivest Inc,11,United States,North America,Finance
TGC Industries Inc,4,United States,North America,Energy
Sono-Tek Corp,6,United States,North America,Business Equipment & Software
CytRx Corp,10,United States,North America,Healthcare
International Consumer Brands Inc,3,United States,North America,Manufacturing
ARA Manufacturing Co,1,United States,North America,Consumer Non-Durables
Invivo Corp,10,United States,North America,Healthcare
Camera Platforms International Inc,3,United States,North America,Manufacturing
Photronics Inc,6,United States,North America,Business Equipment & Software
Cardtel Inc,12,United States,North America,Other
Fisher Scientific International Inc.,9,United States,North America,Wholesale & Retail
Alpine Lace Brands Inc,9,United States,North America,Wholesale & Retail
Minuteman International Inc,3,United States,North America,Manufacturing
Laureate Education Inc.,12,United States,North America,Other
ImmuCell Corp,10,United States,North America,Healthcare
Rise Technology Inc,6,United States,North America,Business Equipment & Software
Quadlogic Controls Corp,6,United States,North America,Business Equipment & Software
Repro MedSystems Inc,10,United States,North America,Healthcare
Riceland Foods Inc,9,United States,North America,Wholesale & Retail
Rexworks Inc,3,United States,North America,Manufacturing
IMO Industries Inc,3,United States,North America,Manufacturing
Organogenesis Inc.,10,United States,North America,Healthcare
Concerto Software Inc,6,United States,North America,Business Equipment & Software
Rock Creek Pharmaceuticals Inc,10,United States,North America,Healthcare
National Westminster Bank PLC,11,United Kingdom,Europe,Finance
Diversco Inc,12,United States,North America,Other
Philip Morris Inc,1,United States,North America,Consumer Non-Durables
Agouron Pharmaceuticals Inc,10,United States,North America,Healthcare
BHP Billiton Group,12,Australia,Asia Pacific,Other
Sequent Computer Systems Inc,6,United States,North America,Business Equipment & Software
CompuMed Inc,6,United States,North America,Business Equipment & Software
Michael Foods Inc,1,United States,North America,Consumer Non-Durables
Topps Company Inc (The),3,United States,North America,Manufacturing
C&D Technologies Inc,6,United States,North America,Business Equipment & Software
Stratex Networks Inc,6,United States,North America,Business Equipment & Software
High Resolution Sciences Inc,6,United States,North America,Business Equipment & Software
Criticare Systems Inc,10,United States,North America,Healthcare
National Steel Corp,3,United States,North America,Manufacturing
Wisconsin Electric Power Co,8,United States,North America,Utilities
VOXX International Corp,2,United States,North America,Consumer Durables
Barr Pharmaceuticals Inc,10,United States,North America,Healthcare
Komag Inc,6,United States,North America,Business Equipment & Software
Microcom Inc,6,United States,North America,Business Equipment & Software
ATL Ultrasound Inc,10,United States,North America,Healthcare
GCI Liberty Inc -Old,7,United States,North America,Telecommunication
Sorrento Networks Corp,6,United States,North America,Business Equipment & Software
Destination XL Group Inc,9,United States,North America,Wholesale & Retail
Sequus Pharmaceuticals Inc,10,United States,North America,Healthcare
Calgon Carbon Corp,5,United States,North America,Chemicals
Wellman Inc.,5,United States,North America,Chemicals
ESSEF Corp,3,United States,North America,Manufacturing
Southwall Technologies Inc,3,United States,North America,Manufacturing
Display Technologies Inc,2,United States,North America,Consumer Durables
Photon Technology International Inc,6,United States,North America,Business Equipment & Software
IMP Inc,6,United States,North America,Business Equipment & Software
Impact Systems Inc,6,United States,North America,Business Equipment & Software
Science Accessories Corp,6,United States,North America,Business Equipment & Software
Interspec Inc,10,United States,North America,Healthcare
Jason Inc,1,United States,North America,Consumer Non-Durables
Cadence Design Systems Inc,6,United States,North America,Business Equipment & Software
OIS Optical Imaging Systems,6,United States,North America,Business Equipment & Software
MidAmerican Energy Holdings Co,12,United States,North America,Other
Addington Resources Inc,12,United States,North America,Other
Montedison SPA - Old,1,Italy,Europe,Consumer Non-Durables
Level 3 Communications Inc,7,United States,North America,Telecommunication
Elcotel Inc,6,United States,North America,Business Equipment & Software
XETA Technologies Inc,6,United States,North America,Business Equipment & Software
AP Industries Inc,3,United States,North America,Manufacturing
Plant Genetics Inc,1,United States,North America,Consumer Non-Durables
Aventis,10,France,Europe,Healthcare
Mycogen Corp,1,United States,North America,Consumer Non-Durables
Formica Corp,3,United States,North America,Manufacturing
